7.95775	0.0167	0.37605
15.91549	0.04538	0.30042
31.83099	0.09384	2.95194E-4
39.78874	0.08886	0.2074
47.74648	0.114	2.95194E-4
55.70423	0.12277	2.94658E-4
63.66198	0.13532	4.32797E-4
71.61972	0.14454	2.58099E-4
79.57747	0.15698	2.89056E-4
95.49297	0.1795	3.49438E-4
111.40846	0.19963	4.90352E-4
135.2817	0.22987	2.93917E-4
190.98593	0.30778	3.407E-4
278.52115	0.41573	2.74016E-4
469.50716	0.67474	0.02165
557.0423	0.78997	0.05959
668.45076	0.92488	0.01719
795.77472	1.10305	0.05152
946.97191	1.29598	6.32795E-4
1137.95784	1.54829	0.07316
1352.81702	1.84555	0.13371
1615.42267	2.1687	0.00993
1925.77481	2.57987	0.02904
2299.78893	3.07175	0.01292
2753.38052	3.66229	0.07225
3278.59183	4.34864	0.06435
3915.2116	5.16459	0.00389
4679.15533	6.16867	0.18953
5586.3385	7.31246	0.07508
6668.59212	8.68417	0.02681
7957.74715	10.28817	0.0814
9501.5501	12.15551	0.0585
11339.7897	14.33902	0.1207
13536.12791	16.81886	0.02627
16162.18447	19.64232	0.0418
19289.5791	22.78044	0.00592
23029.72027	26.22898	0.02686
27494.01642	29.96609	0.04251
32817.74927	33.91599	0.0508
39183.94699	38.0461	0.03776
46775.63777	42.27945	0.01753
55839.51178	46.55704	0.05875
66662.04791	50.81676	0.05969
79577.47155	55.00738	0.02326
94991.62778	59.07988	0.10946
113405.8547	63.01082	0.04334
135385.15234	66.76717	0.13517
161613.88696	70.35786	0.10279
192935.57976	73.7222	0.1095
230321.0759	76.87596	0.09086
274948.12194	79.78533	0.10077
328225.23914	82.47226	0.04666
391831.51215	84.92986	0.08609
467756.37775	87.1698	0.05083
558395.11784	89.18658	0.09626
666604.56365	90.9822	0.09293
795774.71546	92.58129	0.16183
949979.93982	93.97005	0.09216
1.13406E6	95.18773	0.12018
1.35381E6	96.21899	0.09097
1.61615E6	97.09116	0.01416
1.92932E6	97.76319	0.04622
2.30319E6	98.29051	0.04323
2.74949E6	98.6719	0.05395
3.28228E6	98.8555	0.04563
3.9183E6	98.87233	0.1035
